"corporacion","circunscripción","partido","partido1","candidato","genero","descipcion_movimiento"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","FREDY DUARTE GUAYANEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","LUIS EMILIO GALVAN MORELO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","FREDY PRIETO BANGUERO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","WILSON BEJARANO HERNANDEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","GEANCARLO GRAVIER SANTANA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","RAUL ENRIQUE GOMEZ VELASCO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","GUILLERMO ANDRES BARON BARRERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","DIEGO HERNAN RODRIGUEZ LIZARRALDE","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO","","JUAN DAVID DIAZ CHAMORRO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","LUIS EDUARDO DE LA HOZ LOPEZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","EDGAR ANTONIO SALDARRIAGA CANO","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","CESAR NORBERTO BARRERA AVILA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","MIGUEL ANGEL RODRIGUEZ NOSSA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","RICARDO ANTONIO ESPAÑOL SUAREZ","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","OSCAR ALEJANDRO VILLATE CONTRERAS","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","GERARDO ANDRES RODRIGUEZ BURITICA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","MAIRA ALEJANDRA GUTIERREZ OCHOA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","YOHANA PATRICIA CALDERON PEÑA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","PAOLA ANDREA SAMUDIO LIZCANO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","CIRO MANUEL DE LEON BRAND","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","LIBARDO AREIZA MOSQUERA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","PAOLA ANDREA MATIZ GOMEZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","LEIDY KATHERINE JIMENEZ BALLESTEROS","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","DIDIER ANDREY MARTIN VILLAMIL","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","NESTOR MAURICIO SANCHEZ PEREA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","DIANA VANNESA CUESTA ASTUDILLO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","JAVIER SIERRA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","NACIONAL","MOVIMIENTO GENTE NUEVA","","GLORIA SOFIA PATIÑO RAMIREZ","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS"
"SENADO","INDIGENAS","ORGANIZACIÓN SOCIO-POLITICA ANCESTRAL","OSA","GUSTAVO ADOLFO MARTINEZ ARCOS","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ORGANIZACIÓN SOCIO-POLITICA ANCESTRAL","OSA","JIMMY JEOVANY POLINDARA VELASCO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ORGANIZACIÓN SOCIO-POLITICA ANCESTRAL","OSA","EGLENIS SARELA HUAMAN","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","DEMOCRACIA DESDE ABAJO LA PALMA","","LUZ MARINA MORONBIA DUQUERESAMA","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO ALTERNATIVO INDIGENA SOCIAL","MAIS","AIDA MARINA QUILCUE VIVAS","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO ALTERNATIVO INDIGENA SOCIAL","MAIS","DORIS ELENA JACANAMIJOY JACANAMIJOY","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO ALTERNATIVO INDIGENA SOCIAL","MAIS","HIGINIO OBISPO GONZALEZ","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MANDATO AMBIENTAL","","JUAN FRANCISCO ALMENDRA VELASCO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MANDATO AMBIENTAL","","MIGUEL CHINDOY BUESAQUILLO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MANDATO AMBIENTAL","","NINFA HERRERA DOMINGUEZ","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN NACIONAL DE CABILDOS Y AUTORIDADES INDÍGENAS EN COLOMBIA","ANICOL","JHONY APARICIO RAMIREZ","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN NACIONAL DE CABILDOS Y AUTORIDADES INDÍGENAS EN COLOMBIA","ANICOL","KAREN ELIZABETH BONILLA LAGUNA","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","PARTIDO INDIGENA COLOMBIANO","PIC","MARCELINO CHINDOY CHICUNQUE","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","PARTIDO INDIGENA COLOMBIANO","PIC","ANDRES AGREDA CHICUNQUE","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","PARTIDO INDIGENA COLOMBIANO","PIC","OSWALDO WILFREDO HUETIO PRIETO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","RESGUARDO CAMPO ALEGRE","","NELSON DE JESUS LOPEZ ACEVEDO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN DE CABILDOS INDIGENAS POR COLOMBIA","","LOT USIEL VILLAZON ARIAS","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN DE CABILDOS INDIGENAS POR COLOMBIA","","MARIA DE LOS ANGELES AVILA IPUANA","F","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","ASOCIACIÓN DE CABILDOS INDIGENAS POR COLOMBIA","","DIEGO EDINSON DAGUA IPIA","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA","AICO","POLIVIO LEANDRO ROSALES CADENA","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA","AICO","RICHARD HUMBERTO FUELANTALA DELGADO","M","ORGANIZACIONES INDIGENAS"
"SENADO","INDIGENAS","MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA","AICO","JAIFER PAUL SIERRA MOREU","M","ORGANIZACIONES INDIGENAS"
