"departamento","corporacion","circunscripción","partido","candidato","genero","descipcion_movimiento","codigo","region"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","MAURICIO NULL BARON PINILLA","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","CENON NULL ACEVEDO GUERRERO","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","JUAN CARLOS GONZALEZ PERALTA","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA","JUAN PABLO CAMACHO LOPEZ","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","DAVID RICARDO RACERO MAYORCA","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","MARIA FERNANDA CARRASCAL ROJAS","F","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","GABRIEL NULL BECERRA YAÑEZ","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ETNA TAMARA ARGOTE CALDERON","F","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ALIRIO NULL URIBE MUÑOZ","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","MARIA DEL MAR PIZARRO GARCIA","F","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","HERACLITO NULL LANDINEZ SUAREZ","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ADRIANA MARIA MEJIA AGUADO","F","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","JOSE DEL CARMEN CUESTA NOVOA","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","GINA ROSA ROJAS FERNANDEZ","F","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","YOBANY NULL MONTILLA MEZA","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","LAURA MARTINA BALLEN BARRAGAN","F","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","LEONIDAS NULL NAME GOMEZ","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","YESSICA NULL VANEGAS GIRON","F","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","MONICA MARGARITA CAMACHO RODRIGUEZ","F","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","AUGUSTO ALFONSO OCAMPO CAMACHO","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ULVER MARIA TRIVIÑO HERMIDA","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","JOHAN JULIAN SALAZAR SALAZAR","M","COALICIONES","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","MARIA CAROLINA RESTREPO CAÑAVERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","GUILLERMO HENRIQUE GOMEZ PARIS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","CLAUDIA JENNIFER GALLON MARTINEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","LUIS MAURICIO MAYORGA MAYORGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","ALEJANDRA MARIA CABRA MARTINEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","JOAN SEBASTIAN MORENO HERNANDEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","JUAN MANUEL NIEVES ROMERO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","RICARDO NULL MONROY ANAYA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","DANIEL NULL MONTOYA PRIETO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","ANDERSON JAIR PEÑA GOMEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","CARMEN HELENA PINTO PATIÑO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"BOGOTÁ, D.C.","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","MARIA CAMILA PEÑA LIAN","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","11","Centro Oriente"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","OMAR FRANCISCO VIDAL ROJAS","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JHOANY CARLOS ALBERTO PALACIOS MOSQUERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","PIEDAD NULL LAGAREJO VARGAS","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","GILDER NULL PALACIOS MOSQUERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","NIGERIA NULL RENTERIA LOZANO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","JHON JAIRO MOSQUERA IBARGUEN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO POLÍTICO MIRA","JUANA PAULA MORENO VALENCIA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","ASTRID NULL SANCHEZ MONTES DE OCA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JOSE BERNARDO FLOREZ ASPRILLA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","EDUAR ECCEHOMO TORRES MOSQUERA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","EDWIN FERNANDO SERNA DAVID","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","RUBIELA NULL MOSQUERA MOSQUERA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","JUAN CARLOS RESTREPO LONDOÑO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","MARCOS TOBIAS CUESTA FRANCO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","NAIYARA NULL PEREA ROBLEDO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","LUIS GREGORIO MORENO MOSQUERA","M","COALICIONES","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","RAFAEL DIOMEDES MOSQUERA MOSQUERA","M","COALICIONES","27","Pacífico"
"CHOCÓ","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","YENNY PATRICIA MOSQUERA ASPRILLA","F","COALICIONES","27","Pacífico"
"HUILA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","FLORA NULL PERDOMO ANDRADE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","CARLOS EDILSON POSADA MAYA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","NUBIA NULL SEGURA LOSADA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","SERGIO MAURICIO ZUÑIGA RAMIREZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JAIME FELIPE LOZADA POLANCO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JULIO CESAR DIAZ CRUZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JOSE EUSTACIO RIVERA MONTES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","DAVID ANDRES CANGREJO TORRES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","JULIO CESAR TRIANA QUINTERO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","LUZ AYDA PASTRANA LOAIZA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","VICTOR ANDRES TOVAR TRUJILLO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","JORGE DILSON MURCIA OLAYA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO POLÍTICO MIRA","MARCELA MARIA GRANADA GALEANO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO POLÍTICO MIRA","MAURICIO NULL MARQUIN GUZMAN","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","CIELO NULL ORTIZ SERRATO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","RIGOBERTO NULL ROSERO GOMEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","HENRY NULL CUELLAR RICO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","MARIA ALEXANDRA TORO CHARRY","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","MARIA FERNANDA PLAZAS BRAVO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","JUAN CAMILO MORALES CONDE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","JOHN EDER OROZCO NARVAEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","PARTIDO NUEVO LIBERALISMO","HERNAN YESID BONILLA CARRILLO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA - CAMARA HUILA","HECTOR HERNAN SANCHEZ ORTIGOZA","M","COALICIONES","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA - CAMARA HUILA","MYRIAM NULL LOZANO ANGEL","F","COALICIONES","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA - CAMARA HUILA","CAROLINA NULL TELLO VARGAS","F","COALICIONES","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","COALICION CENTRO ESPERANZA - CAMARA HUILA","JAIVERT FERNANDO OTALORA ANDRADE","M","COALICIONES","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","LEYLA MARLENY RINCON TRUJILLO","F","COALICIONES","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","ORLANDO NULL BELTRAN CUELLAR","M","COALICIONES","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","GERMAN NULL CALDERON CALDERON","M","COALICIONES","41","Centro Sur"
"HUILA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","JOAQUIN FERNANDO SANCHEZ PEÑA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","41","Centro Sur"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","KELYN JOHANA GONZALEZ DUARTE","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JAISIN NULL FERNANDEZ ASTORGA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","ANDRES FELIPE CHACIN SILVA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","RAMIRO ENRIQUE BONETT GARCIA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","NANCY ESTHER NUÑEZ PALMA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","JOSE LUIS PINEDO CAMPO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","CARLOS VICENTE BOLAÑO GOMEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","ALICIA NULL ALTAHONA TRAPERO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","SANDRA MILENA RAMIREZ CAVIEDES","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CAMBIO RADICAL","JOSE DOMINGO DAVILA MORALES","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","HERNANDO NULL GUIDA PONCE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","ALBERTO NULL MARTINEZ MARTINEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","JOHENDY ELOIZA TEJEDA MIRANDA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","ZOILA ROSA LUNA MONTENEGRO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""","ALVARO JOSE OROZCO GOMEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","OLMES DE JESUS ECHEVERRIA DE LA ROSA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","MAGUETH DEL AMPARO MONTERO MERIÑO","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","CARMEN MARIA CABALLERO FERNANDEZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","MIGUEL ALFREDO PINEDO CAMPO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","PARTIDO CENTRO DEMOCRÁTICO","LUIS EDUARDO VIVES GONZALEZ","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","EDINSON ENRIQUE GONZALEZ NULL","M","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICION PARTIDO POLITICO MIRA Y PARTIDO COLOMBIA JUSTA LIBRES.","YOLINDA CECILIA GONZALEZ TRESPALACIOS","F","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICION ALIANZA VERDE CENTRO ESPERANZA","LUIS MIGUEL MOISES GARCIA","M","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICION ALIANZA VERDE CENTRO ESPERANZA","MARIA CRISTINA HENRIQUEZ RADA","F","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICION ALIANZA VERDE CENTRO ESPERANZA","EFRAIN JACOB BARRETO ROSSO","M","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICION ALIANZA VERDE CENTRO ESPERANZA","NORMA BEATRIZ RAMOS GAMEZ","F","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICION ALIANZA VERDE CENTRO ESPERANZA","ARMANDO EMILIO COLON ROJAS","M","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","JOSE LUIS ORTEGA APONTE","M","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","MARTHA CRISTINA ALTAHONA ARIZA","F","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","MARIA ISABEL ACOSTA GRANADOS","F","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","COALICIÓN PACTO HISTÓRICO","DAMIAN ALFONSO MARAÑON ROMERO","M","COALICIONES","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","MOVIMIENTO DE SALVACION NACIONAL","RAFAEL ALFONSO PORTO CANTILLO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO MAGDALENA","INGRID JOHANA AGUIRRE JUVINAO","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO MAGDALENA","HUGO ALEJANDRO PATERNINA ESPINOSA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO MAGDALENA","MARIA ALEJANDRA ROJAS AGUILAR","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO MAGDALENA","ABRAHAM ANTONIO KATIME ORCASITA","M","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS","47","Caribe"
"MAGDALENA","CAMARA","TERRITORIAL","FUERZA CIUDADANA LA FUERZA DEL CAMBIO MAGDALENA","ROSSANA ANDREA RODRIGUEZ QUEZADA","F","MOVIMIENTOS SOCIALES O GRUPOS SIGNIFICATIVOS DE CIUDADANOS","47","Caribe"
"NARIÑO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","RAFAEL ALBERTO ESCRUCERIA LORZA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","52","Pacífico"
"NARIÑO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","KARIM NULL MONGE MUÑOZ","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","52","Pacífico"
"NARIÑO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","OSCAR ALEJANDRO AGREDA IBARRA","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","52","Pacífico"
"NARIÑO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","ADRIANA MARISEL RIVADENEIRA CORDOBA","F","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","52","Pacífico"
"NARIÑO","CAMARA","TERRITORIAL","PARTIDO LIBERAL COLOMBIANO","JUAN CARLOS MERA GUERRERO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","52","Pacífico"
"NARIÑO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","FELIPE ANDRES MUÑOZ DELGADO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","52","Pacífico"
"NARIÑO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JUAN DANIEL PEÑUELA CALVACHE","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","52","Pacífico"
"NARIÑO","CAMARA","TERRITORIAL","PARTIDO CONSERVADOR COLOMBIANO","JAIRO NULL RIASCOS DELGADO","M","PARTIDO O MOVIMIENTO POLITICO CON PERSONERIA JURIDICA","52","Pacífico"
