,descripcion,nombre,partido,instagram,facebook,linkedin,tiktok,web,twitter,Circunscripción,Grado de estudio,Profesión,Cuatrienio,Fecha de nacimiento,Edad,Lugar de nacimiento,Género,Whatsapp,Oficina,Teléfono Oficina,Correo Electrónico,YouTube
75,Abogado de la Universidad del Rosario con especialización en Derecho Administrativo de esta misma institución y Magister en gobierno y políticas públicas de la Universidad del Externado de Colombia. Fue research fellow en el MIT –Massachusetts Institute of Technology-.https://davidluna.com/perfil/,David Luna Sanchez,Cambio Radical,https://www.instagram.com/davidlunas/?hl=es,https://www.facebook.com/davidluna,,,,https://twitter.com/lunadavid,Circunscripción Nacional en Distrito Capital,Maestría,Abogado/a,2022 - 2026,27 de febrero de 1975,48,Bogotá,Masculino,,,,,
76,Administrador de Empresas Agropecuarias de la Universidad Santo Tomás y Especialista en Alta Gerencia Pública de la Universidad de Santander.,Jose Alfredo Marin Lozano,Conservador Colombiano,https://www.instagram.com/josealfredomarin_/,https://www.facebook.com/JoseAlfredoMarinLozano/,,,,https://twitter.com/JoseAMarin_,Circunscripción Nacional en Santander,Especialización,Administrador/a de empresas,2022 - 2026,6 de agosto de 1981,41,Floridablanca,Masculino,,Edificio Nuevo del Congreso Of. 702,(57)(601) 3823000 EXT 3040 - 3039,jose.marin@senado.gov.co,
77,"Fue concejal uribista en Barranquilla en 23016 y 2017, pero renunció para lanzarse al Senado. Cantante y politólogo, con especialización en Mercadeo de la Universidad de los Andes y Maestría en Administración del Business School de Madrid, España.Tomado de La Silla Vacía https://bit.ly/2LA45aL",Carlos Manuel Meisel Vergara,Centro Democrático,,https://www.facebook.com/carlosmeiselv,,,,https://twitter.com/carlosmeiselv,Circunscripción Nacional en Atlántico,Maestría,Politólogo/a,2022 - 2026,10 de mayo de 1985,38,Barranquilla,Masculino,,414 Ed. Nuevo Congreso,382 3000 ext: 3443 - 3444,,
78,"Es administrador de empresas de los Estados Unidos.A lo largo de mi vida he creado un importante número de empresas en el sector de la construcción, las telecomunicaciones y las nuevas tecnologías, las que actualmente tienen gran cubrimiento en Colombia.",Juan Samy Merheg Marún,Conservador Colombiano,,https://www.facebook.com/samymsenador,,,,,Circunscripción Nacional en Risaralda,Universitaria,Administrador/a de empresas,2022 - 2026,4 de abril de 1967,56,Pereira,Masculino,3157509903,336 Ed. Nuevo Congreso,382 3000 ext: 3313 - 3314 - 3360,samymerheg@msn.com,
79,"Politólogo de la Universidad del Rosario, de 32 años de edad, hijo de trabajadores petroleros, especializado en derecho administrativo y gobierno de la Universidad Católica, con maestría en seguridad de la universidad de Washington, aspirante al Senado de la República por la Coalición Centro Esperanza, en equipo con el exalcalde de Piedecuesta, DANNY ALEXANDER RAMÍREZ, que se inscribió como aspirante a la Cámara de Representantes por la misma agrupación electoral.Sacado de: https://www.elfrente.com.co/web/index.php?ecsmodule=frmstasection&ida=53&idb=93&idc=73795",Gustavo Adolfo Moreno Hurtado,Alianza Verde Centro Esperanza Coalición,,https://www.facebook.com/GustavoMorenoHurtado,,,,https://twitter.com/GustavoMoreno__,Circunscripción Nacional en Santander,Maestría,Politólogo/a,2022 - 2026,28 de abril de 1990,33,Barrancabermeja,Masculino,,,,,https://www.youtube.com/watch?v=A2V50M6pX1M
80,"Abogado de la Universidad San Buenaventura Cali, especialista en Derecho Administrativo de la Universidad Pontificia Bolivariana, especialista en Gestión de Entidades Territoriales de la Universidad Externado de Colombia.Se ha desempeñado como Jefe de la Unidad Jurídica (Gerencia Territorial alcaldía de Cali); Jefe de la Unidad Administrativa (Gerencia de Desarrollo Territorial de Cali); Director Operativo Encargado del Centro de Administración Local Integrado, C.A.L.I. No.6; Secretario de Gobierno del Departamento del Valle del Cauca; Representante a la Cámara periodo 2006 – 2010 y actualmente se encuentra ejerciendo su segundo periodo como Senador de la República, desde la Comisión Primera Constitucional Permanente de la cual fue presidente durante la legislatura comprendida entre los años 2016 y 2017.Durante su recorrido profesional y político se ha destacado como un excelente funcionario, comprometido, transparente, eficiente, destacándose por su interés en el bienestar de los ciudadanos. Es reconocido por sus múltiples cualidades y virtudes y por la legitimidad de su trayectoria al servicio de los colombianos.Tomado de: http://www.partidocambioradical.org/quienes-somos/senadores-representantes/carlos-fernando-motoa-solarte",Carlos Fernando Motoa Solarte,Cambio Radical,,https://www.facebook.com/cmotoa,,,,https://twitter.com/senadormotoa,Circunscripción Nacional en Valle del Cauca,Especialización,Abogado/a,2022 - 2026,24 de octubre de 1975,47,Palmira,Masculino,3006197071,223 Ed. Nuevo del Congreso,382 3000 ext: 3717 - 3718 - 3719,cmotoa@hotmail.com,https://www.youtube.com/channel/UCWDCHTwTulU1ayOBui_D1cw
81,"Estudié Administración de Empresas en la Universidad Autónoma del Caribe, adelanté estudios de idiomas en Georgia Tech y me especialicé en Gerencia, Gobierno y Asuntos Públicos en Columbia University en New York y la Universidad Externado de Colombia.Fui elegido, por primera vez, como Senador de la República, en el año de 2006En mi experiencia previa a la llegada al Congreso de la República, se destacan la gestión realizada en la Gerencia General de la empresa T-Shirt Ltda. y la Gerencia Comercial de Valencia e Iragorri Corredores De Seguros. En el año 1999, empecé mi labor como Cónsul de Colombia en Nueva York - EEUU, misión que llevé a cabo hasta el año 2005.Fui honrado con la Presidencia de la Comisión V del Senado de la República, función que desempeñé, durante un año..http://www.josedavidname.com/perfil-de-jose-name",José David Name Cardozo,Partido de la U - Partido de la Unión por la Gente,,http://www.facebook.com/josedavidnamecardozo,http://co.linkedin.com/in/josedavidname,,,https://twitter.com/JoseDavidName,Circunscripción Nacional en Atlántico,Especialización,Administrador/a de empresas,2022 - 2026,18 de noviembre de 1968,54,Barranquilla,Masculino,3114291856,332 Ed. Nuevo del Congreso,382 3000 ext: 3384,info@josedavidname.com,http://www.youtube.com/user/prensajosedavidname
82,"Abogado de la Pontificia Universidad Javeriana.Mientras estudiaba derecho, y dadas las circunstancias políticas de la época, cuando aún era muy joven se inició en el ejercicio de la política. En compañía de varios estudiantes de dicha facultad, y con la aquiescencia y apoyo del entonces Decano R. Padre Gabriel Giraldo creó un movimiento llamado, Juventudes de Acción Social (J.A.S.), donde se ocupó de hacer un análisis de las corrientes ideológicas predominantes de la época.Fue electo Diputado a la Asamblea de Cundinamarca. Posteriormente fue elegido Representante a la Cámara por Bogotá en dos oportunidades. Fue un atento y activo interviniente de los cambios que realizó la Constitución Política de 1991.Hacia mediados de los años 90’s fue Concejal de Bogotá, desde donde lideró cambios en materia de movilidad y desarrollo urbano. Desde la dirección del Movimiento Viraje Social, ha apoyado con exito la candidatura de otros miembros de su organización hasta la actualidad.http://quiensoy100.blogspot.com/Adhirió a la Campaña por la Transparencia que creó una sección en la página principal del Senado en la que los ciudadanos podrán consultar el nombre del senador, el partido de elección, la votación obtenida, su Declaración juramentada de bienes, el Registro de conflicto de intereses y los nombres de los miembros de Unidad de Trabajo Legislativo (UTL) del senador.Representante suplente ante el Parlamento Andino.Mayor información: www.senado.gov.co",Iván Leonidas Name Vásquez,Alianza Verde Centro Esperanza Coalición,,https://www.facebook.com/SenadorIvanName/?ref=profile_intro_card,,,,https://twitter.com/IvanNameVasquez,Circunscripción Nacional en Atlántico,Universitaria Incompleta,Abogado/a,2022 - 2026,18 de junio de 1957,66,Barranquilla,Masculino,318 712 0247,201 Ed. Nuevo del Congreso,382 3000 ext: 3205,ivan.name.vasquez@senado.gov.co,http://www.youtube.com/user/senadorivannamev
83,"César Augusto Pachón Achury, Representante por el Movimiento Alternativo Indígena y Social MAIS a la Cámara de Territorial Boyacá, es un campesino nacido el 21 de mayo de 1.983, sus padres doña Blanca Achury y don Samuel Pachón Gómez, de origen campesino de zona de páramo siempre le inculcaron el valor del trabajo y el amor por el campo, su niñez tránsito entre las jornadas de estudio y en actividades agrícolas y pecuarias.Ingeniero Agrónomo de la Facultad de Ciencias Agropecuarias de la Universidad Pedagógica y Tecnológica de Colombia. En el ámbito académico, César ha sido Joven Investigador del grupo de Ecofisiología Vegetal de la misma universidad.Se ha desempeñado como profesor catedrático en la Facultad de Ciencias Agropecuarias de la UPTC y como conferencista nacional e internacional en temas relacionados con agricultura, economía, desarrollo rural y ambiente.Invitado magistral de la Catedra Manuel Ancizar de la Universidad Nacional de Colombia, la Pontificia Universidad Javeriana, la Universidad Agraria de Colombia, así como conferencista especial de la Universidad Nacional Autónoma de México, invitado por la Asociación Mexicana de Estudios Rurales.En el ámbito social, César ha sido reconocido como el líder del Paro Nacional Agrario del año 2013, así mismo, ha acompañado movilizaciones sociales de sectores de la Salud, Educación, Transporte y el Comercio.Ha sido vocero nacional de Dignidad Agropecuaria Colombiana, organización de campesinos y productores agropecuarios del país, ha sido presidente de la Movimiento Social y Campesino Dignidad Papera y ha liderado proyectos sociales y comunitarios de gran impacto social, tal como la iniciativa del proyecto productivo “Alimento para La Guajira” en coordinación con distintas instituciones.Igualmente, César Pachón fue el fundador y presentador del programa de Televisión “El Tal Campo Sí Existe”, el cual se emitía a nivel nacional por Canal Capital, en este espacio se muestra la problemática y soluciones del campo y del medio ambiente.En el ámbito profesional y privado, César ha sido desarrollador de semillas de hortalizas y flores en el país, siendo el gestor de la mejor semilla de cebolla de bulbo que siembran nuestros campesinos. Además, ha trabajado como exponente de la ganadería de la raza normando, en las principales ferias ganaderas del país, conociendo su crianza y su manejo.https://www.mais.com.co/index.php/abel-david-206-camara-movimiento-mais/219-cesar-augusto-pachon-camara-de-representantes",César Augusto Pachón Achury,Pacto Histórico Coalición,,https://www.facebook.com/CesarPachonAgro/,,,,https://twitter.com/CesarPachonAgro,Circunscripción Nacional en Boyacá,Universitaria,Ingeniero/a,2022 - 2026,21 de mayo de 1983,40,Carmen de Carupa,Masculino,,506B - 509B Ed. Nuevo del Congreso,4325100 ext: 4483 - 4484 4485,cesar.pachon@camara.gov.co,
84,"Soy Doctora en Derecho de la Universidad de los Andes (Beca Colciencias para Doctorados Nacionales, 2014), Magíster en Criminología de la Universidad Católica de Lovaina (Beca del Programa Alban de Estudios de Alto Nivel de la Comisión Europea para América Latina, 2004), Magíster en Pensar y Gobernar las Sociedades Complejas de la Universidad Autónoma de Barcelona y Psicóloga de la Universidad Javeriana. Autora del libro: Derecho sintiente. Los animales no humanos en el derecho latinoamericano. Bogotá, 2022, fruto de mi tesis doctoral.",Andrea Padilla Villarraga,Alianza Verde Centro Esperanza Coalición,https://www.instagram.com/andreanimalidad/?hl=es,https://www.facebook.com/andreanimalidad,,,,https://twitter.com/andreanimalidad,Circunscripción Nacional en Distrito Capital,Doctorado,Psicólogo/a,2022 - 2026,19 de julio de 2022,Sin edad asignada,Bogotá,Femenino,,,,,
85,"Estudio en el internado indígena San Antonio de Aremasain y Derecho en la Universidad Externado de Colombia, con Magíster en Gobierno y políticas públicas, especialización en Derecho Ambiental en la Universidad del Rosario, Asesora Étnica.

Sacado de: https://www.mais.com.co/estructura/comite-ejecutivo-nacional",Martha Isabel Peralta Epieyu,Pacto Histórico Coalición,https://www.instagram.com/marthaperaltae/,https://www.facebook.com/marthaperaltae,,,,https://twitter.com/marthaperaltae,Circunscripción Nacional en La Guajira,Universitaria,Abogado/a,2022 - 2026,11 de noviembre de 1988,34,Riohacha,Femenino,,Edificio Nuevo del Congreso Of. 338B,(57)(601) 3823000 EXT 4349,martha.peralta@senado.gov.co,
86,"Cuñada de Eduardo Pulgar condenado en 2021 por tráfico de influencias y cohecho. Directora comercial regional de Caracol Radio Atlántico.

Comunicadora social y periodista, con una especialización en gerencia de marketing. Universidad del Norte",Claudia María Pérez Giraldo,Liberal Colombiano,https://www.instagram.com/claudiaperezgiraldo/,,,,,https://twitter.com/ClaudiaPerezGi,Circunscripción Nacional en Atlántico,Especialización,Comunicador/a social,2022 - 2026,19 de julio de 2022,Sin edad asignada,Barranquilla,Femenino,,,,claudia.perez@senado.gov.co,
87,"Elegido representante a la Cámara por el Partido Cambio Radical (2014-2018).Hace parte de la Comisión Segunda, que se ocupa de los temas de defensa y seguridad. Integra también la Comisión de Derechos Humanos y Audiencias, de la que fue Presidente en la legislatura 2016-2017, desde donde se ha preocupado por la protección de los más vulnerables. Como Coordinador de la Comisión Accidental sobre Asuntos de la Región del Pacifico, ha impulsado medidas encaminadas al desarrollo integral del pacifico colombiano.En su labor legislativa, se ha destacado por ser coautor del proyecto de ley que categoriza a la ciudad de Santiago de Cali como Distrito Especial Deportivo, Cultural, Turístico, Empresarial y de Servicios. Fue ponente del Proyecto de Ley que reglamenta el servicio de reclutamiento y movilización militar, que beneficia a los jóvenes y flexibiliza la definición de su situación militar disminuyendo los costos de la libreta y de la compensación. También fue ponente del proyecto de ley aprobatoria del “Acuerdo de París” sobre cambio climático, adoptado el 12 de diciembre de 2015, entre otros proyectos e iniciativas.Durante más de 20 años se ha caracterizado por su cercanía con la comunidad, posicionándose como un experto en asuntos de gobierno, con amplio manejo técnico en la búsqueda de soluciones para resolver los problemas que aquejan a los habitantes de Cali y del Valle del Cauca.Actualmente adelanta estudios de Administración en la UNAD. Su vida laboral inició en el año 1990 como periodista en diferentes medios de comunicación del Valle del Cauca. Posteriormente, se desempeñó como asistente en el Concejo de Cali y en la Cámara de Representantes, espacios donde forjó su destino como líder social y que lo llevaron a postularse, por primera vez, al Concejo de Cali para el cuatrienio 2004-2007. En el 2008 fue escogido nuevamente como concejal de Cali, registrando una de las más altas votaciones. Ejerció la Presidencia de esa Corporación y la Presidencia de la Comisión de Presupuesto en los dos periodos.",José Luis Pérez Oyuela,Cambio Radical,,https://www.facebook.com/JoseLuisPerez2018,,,,,Circunscripción Nacional en Valle del Cauca,Universitaria Incompleta,Administrador/a de empresas,2022 - 2026,21 de abril de 1964,59,Cali,Masculino,,313 Ed. Nuevo Congreso,382 3000 ext: 3056-3060-3065,jose.perez@senado.gov.co,https://www.youtube.com/channel/UCEAlyh1iom-zLjslgGOpCVw
88,Líder de la Asociación Nacional de Usuarios Campesinos (ANUC) en Córdoba y Sucre en los años 70. Estuvo 21 años en el exilio en Austria.Fue candidata del Pacto Histórico en las pasadas elecciones regionales y ocupó el renglón 22 de la lista cerrada de esa coalición.,Catalina Del Socorro Pérez Pérez,Pacto Histórico Coalición,https://www.instagram.com/catalinaperezp_/,https://www.facebook.com/Catalinaperezperez70/,,,,https://twitter.com/Catalinaperezp_,Circunscripción Nacional en ...,NR,No profesional,2022 - 2026,1 de enero de 1948,75,Montería,Femenino,,,,,
89,"Administrador de Empresas de la Universidad Sergio Arboleda de Bogotá, especialista en Comunicación y Gestión Política en la Universidad Complutense de Madrid; Master en Acción Política y Participación Ciudadana de la Universidad Francisco de Vitoria en España, donde también adelantó estudios de Marketing Político.Perfil de linkedin",Marcos Daniel Pineda García,Conservador Colombiano,https://www.instagram.com/marcosdanielpg/?hl=es,https://www.facebook.com/marcosdanielpinedag/,https://www.linkedin.com/in/marcos-daniel-pineda-garc%C3%ADa-9368a3100/?originalSubdomain=co,,,https://twitter.com/marcosdanielpg,Circunscripción Nacional en Córdoba,Maestría,Administrador/a de empresas,2022 - 2026,20 de julio de 2022,Sin edad asignada,Montería,Masculino,,,,,
90,"Abogado egresado de la Unab con una especialización en derecho administrativo de la Universidad Santo Tomás.Algunos cargos ocupados: Secretario general de la Personería, Personero encargado, Director de la Casa de Menores de Piedecuesta y Contralor General Santander (2001-2002).",Miguel Ángel Pinto Hernández,Liberal Colombiano,https://www.instagram.com/miguelpintoh1/,https://www.facebook.com/miguelangel.pintohernandez.5,,,,https://twitter.com/MiguelPintoH1,Circunscripción Nacional en Santander,Especialización,Abogado/a,2022 - 2026,17 de noviembre de 1961,61,Bucaramanga,Masculino,,Capitolio Piso 2,4325100 ext 5402 - 5403,mapintoher@hotmail.com,https://www.youtube.com/user/PintoConSantander
91,"Lideresa política, activista por la paz y la memoria. He dedicado mi trabajo y esfuerzo a recuperar la memoria viva del país y en particular la historia de mi padre, Carlos Pizarro, máximo comandante del movimiento guerrillero M-19, asesinado tras firmar la paz en 1990. Mis estudios de artes plásticas me impulsaron a investigar y realizar una curaduría de él, que se ha convertido en exposiciones, documentales, películas y libros.Desde la Secretaría de Cultura de Bogotá (2011-2013) y el Centro Nacional de Memoria Histórica (2013-2017), he trabajado con comunidades en el diseño, implementación y coordinación de programas para la participación, los derechos de las víctimas y las políticas públicas de reparación y memoria; las acciones conmemorativas y la construcción de memoria.Soy víctima del conflicto colombiano, desde muy pequeña, viví en el exilio. Estuve en Ecuador, Francia y España. Desde Barcelona me convertí en una de las voces del activismo por la memoria con la diáspora colombiana, y desde mi regreso al país he dedicado mi trabajo a los derechos de las víctimas. Nací en Bogotá en 1978 y tengo dos hijas Maya (17 años) y Aluna (5 años).Fui convocada para encabezar la #LaListaDeLaDecencia a la Cámara de Representantes en la coalición de Gustavo Petro (Colombia Humana), Clara López (Todos Somos Colombia), el Movimiento Alternativo Indígena y Social (MAIS), la Unión Patriótica (UP) y la Alianza Social Independiente (ASI). Le apuesto colectivamente a la defensa de la vida digna, la paz y a la exigencia del cumplimiento de las leyes y políticas públicas que favorecen todo derecho humano fundamental y en particular, los derechos de las mujeres.Tomado de: Mariajosepizarro.com",María José Pizarro Rodríguez,Pacto Histórico Coalición,,https://www.facebook.com/PizarroMariaJo/,,,,https://twitter.com/PizarroMariaJo,Circunscripción Nacional en Distrito Capital,Universitaria,Artista,2022 - 2026,30 de marzo de 1978,45,Bogotá,Femenino,,609 - 610 Ed. Nuevo del Congreso,4325100 ext: 3148 - 3149,,
92,"Creador de contenido digital político, reconocido por Google con la placa de oro. Activista y líder político en redes sociales.",Jonathan Ferney Jota Pe Pulido Hernández,Alianza Verde Centro Esperanza Coalición,https://www.instagram.com/jotapehernandez/,https://www.facebook.com/JotaPeHernandez,,,,https://twitter.com/JotaPeHernandez,Circunscripción Nacional en Santander,NS,Artista,2022 - 2026,20 de julio de 2022,Sin edad asignada,Bucaramanga,Masculino,,,,,https://www.youtube.com/c/JotaPeHernandez
93,"Política, lideresa indígena y líder social colombiana del pueblo nasa. En 2021 fue ganadora del Premio Nacional a la Defensa de los Derechos Humanos en Colombia, en la categoría Defensa a Toda una Vida",Aida Marina Quilcué Vivas,MAIS - Movimiento Alternativo Indígena y Social,,https://www.facebook.com/aidaquilcue,,,,https://twitter.com/aida_quilcue,Circunscripción Nacional en Cauca,Sin grado de estudio,Sin profesión,2022 - 2026,2 de febrero de 1973,50,Páez,Femenino,,"Carrera 7 N° 8-68 ,6 ,603",(+57) 3823000; ext. 3682/3683,aida.quilcue@senado.gov.co,
94,"Joven Rionegrero, hijo del Ex-congresista Rubén Darío Quintero Villada y Maritza Cardona, hermano de Nataly. Casado con Natalia y papá de Amelia.Abogado egresado de la universidad EAFIT, Especialista en Contratación Estatal y Especialista en Derecho Administrativo de la Universidad de Medellín.Actualmente se encuentra cursando el cuarto semestre de la Maestría en Gobierno en la Universidad de Medellín, donde enfocará su trabajo de grado en los diferentes Esquemas Asociativos Territoriales (Área Metropolitana, Provincia, etc.).Fue Diputado de la Asamblea Departamental de Antioquia en el periodo 2012 – 2015. Se desempeñó como Vicepresidente de la Corporación en el año 2014 y Presidente de las Comisiones Accidental de Juventud y Seguridad.Tomado de: www.estebanquintero.com/biografía/",Esteban Quintero Cardona,Centro Democrático,https://www.instagram.com/estebanquinterocardona/,https://www.facebook.com/estebanquinterocardona/,,,,https://twitter.com/estebanquincar,Circunscripción Nacional en Antioquia,Especialización,Abogado/a,2022 - 2026,11 de agosto de 1986,36,Rionegro,Masculino,,330B - Ed. Nuevo del Congreso,4325100 ext: 3291 - 3292 - 3296,,
95,Estudió Ingeniería Industrial en la Universidad Distrital en Bogotá,Jahel Quiroga Carrillo,Pacto Histórico Coalición,https://www.instagram.com/jahelup/,https://www.facebook.com/JahelUp,,,,https://twitter.com/JahelUp,Circunscripción Nacional en Tolima,Universitaria,Ingeniero/a,2022 - 2026,24 de agosto de 2022,Sin edad asignada,Chaparral,Masculino,,,,,
96,"Abogado de la Pontificia Universidad Javeriana, especializado en derecho Minero Petrolero de la Universidad Externado de Colombia, Derecho Contractual de la Universidad del Rosario y Derecho de Sociedades de la Pontificia Universidad Javeriana.Representante a la Cámara por Boyacá (2014-2018) y miembro de la Comisión Tercera.",Ciro Alejandro Ramírez Cortés,Centro Democrático,,https://www.facebook.com/pages/Ciro-Ramirez/485720484847795,,,,https://twitter.com/CIROARAMIREZ,Circunscripción Nacional en Boyacá,Especialización,Abogado/a,2022 - 2026,31 de octubre de 1984,38,Moniquirá,Masculino,3183832232,407-408 Ed. Nuevo Congreso,382 3000 ext: 3430 - 3431 - 3515,,https://www.youtube.com/channel/UCKzEPKKWPyRx3R83kdfrF-w
97,"Olmedo Ruíz era el segundo comandante del Frente 36 de las Farc con incidencia en la zona de Urabá, participó en la mesa de La Habana, trabajó en el proceso de desminado humanitario en la vereda Orejón, en Briceño, norte de Antioquia, y actualmente se encuentra en esa subregión en el desarrollo de proyectos productivos con los desmovilizados de las Farc.Actualmente adelanta el pregrado en Ciencia Política y es elvicepresidente de la Comisión Accidental para el Seguimiento a Entes de Control.Tomado de: https://bit.ly/2z7T25x",Omar De Jesús Olmedo Restrepo Correa,Comunes,https://www.instagram.com/omar_comunes/,https://www.facebook.com/omar.comunes,,,,https://twitter.com/Omar_Comunes,Circunscripción Nacional en Antioquia,Universitaria Incompleta,Politólogo/a,2022 - 2026,27 de diciembre de 1964,58,Puerto Berrío,Masculino,323 227 4162,208B Ed. Nuevo del Congreso,4325100 ext: 3836,,
98,"Comunicador comunitario y líder social caucano, actualmente,
 finaliza estudios de Derecho en la Universidad Santiago de Cali. Presidente
 fundador del partido A.D.A. Alianza Democrática Amplia, partido que hace parte
 del Pacto Histórico, que en alianza apoya al actual Gobierno del presidente
 Gustavo Petro y a la vicepresidente Francia Márquez Mina.Líder Social y Comunitario. Desde el Consejo Comunitario La
 Mamuncia viene liderando múltiples espacios de participación, concertación y
 defensa territorial en pro de las Comunidades Negras, Afrocolombianas, Raizales
 y Palenqueras.",Paulino Riascos Riascos,Pacto Histórico Coalición,,https://www.facebook.com/paulino.riascosriascos,,,,https://twitter.com/BenkosPacifico,Circunscripción Nacional en Valle del Cauca,Universitaria Incompleta,Abogado/a,2022 - 2026,25 de enero de 1979,44,López de Micay,Masculino,,Edificio Nuevo del Congreso Of. 525B,(57)(601) 3823000 EXT 3119 - 3116,paulino.riascos@senado.gov.co,
99,"Abogada y política colombiana, especialista en Derecho Ambiental y Magíster en Derecho Administrativo. Egresada de la Universidad del Rosario.Tiene experiencia en el sector público, donde comenzó en el
 año 1998 como asesora en la Secretaría Distrital de Gobierno, y posteriormente
 como defensora en materia ambiental en la Secretaría Distrital de Ambiente,
 estando a cargo de los procesos de alto impacto para el Distrito Capital de
 Bogotá, entre ellos, la descontaminación del Río Bogotá, la protección de
 humedales y la delimitación de los cerros orientales, principales ecosistemas
 de la capital del país.Desde el año 2002 ha sido promotora y defensora de la
 libertad religiosa y de cultos, siendo nombrada en el año 2014 como asesora de
 despacho del ministro del Interior, para impulsar los asuntos religiosos y
 generar la expedición de importantes decretos y resoluciones ministeriales de
 orden nacional.Contribuyó decididamente a la creación de la Dirección
 Nacional de Asuntos Religiosos del Ministerio del Interior, siendo designada en
 2018 como su primera directora, cargo que ocupó hasta el 2021, para aspirar al
 Senado de la Republica. En 2019 fue designada por el Señor presidente Iván Duque
 Márquez como Gobernadora Ad-Hoc del Departamento del Quindío, mediante el
 Decreto 1384 de 2019.Por más de 20 años ha sido asesora de varias iglesias,
 confesiones y denominaciones religiosas, entre ellas, el Concilio de las
 Asambleas de Dios de Colombia y la Confederación Evangélica de Colombia
 CEDECOL.A nivel del sector interreligioso ha generado como
 herramientas de capacitación, diferentes libros, manuales y cartillas relativas
 a directrices jurídicas, tributarias, políticas públicas y la contribución de
 las iglesias en el desarrollo sostenible del país, que tuvieron como base de
 generación su tesis de maestría denominada “Límites a la Libertad de Cultos de
 Colombia” (2005).Fuente: UTL de la Senadora",Beatriz Lorena Rios Cuellar,MIRA - Colombia Justa Libres,https://www.instagram.com/lorenarioscuellar/?hl=es,https://www.facebook.com/lorenariosc,,,,https://twitter.com/LorenaRiosC,Circunscripción Nacional en Norte de Santander,Maestría,Abogado/a,2022 - 2026,6 de junio de 1975,48,Cúcuta,Femenino,,,,lorena.rios@senado.gov.co,
100,"Inspirado por las ideas liberales y una fuerte convicción social, comenzó su carrera política en Bello, ciudad del Aburrá Norte, como Secretario de Obras Públicas.Es Ingeniero Civil de la Facultad de Minas de la Universidad Nacional de Colombia. Especialista en Gestión Pública de la Escuela Superior de Administración Pública -ESAP- y Especialista en Gerencia de Proyectos de la Universidad del Tolima.Experiencia profesional.• Secretario de Obras Públicas del Municipio de Bello en dos oportunidades. 1996 y 2001-2002• Gerente de Proyectos Especiales en el IMPES. 1998-2000• Curador Urbano Segundo del Municipio de Bello, cargo al cual accedió después haber superado un importante concurso de meritos. 2004-2007• Consultor empresarial en temas de infraestructura y transporte, servicios públicos domiciliarios, vivienda y planificación del desarrollo urbano y regional.• Asesor externo Curaduría Urbana Segunda de Bello.Vida Pública• En el año 2007 como candidato a la Alcaldía de Bello, se convierte en el dirigente Liberal más votado en toda la historia política de este municipio, alcanzando una votación de 48.619.Representante a la Cámara desde 2010.",John Jairo Roldán Avendaño,Liberal Colombiano,,https://www.facebook.com/johnjairoroldanav,,,,https://twitter.com/johnjairoroldan,Circunscripción Nacional en Antioquia,Especialización,Ingeniero/a,2022 - 2026,7 de diciembre de 1964,58,Yarumal,Masculino,310 447 7142,226B - Ed. Nuevo del Congreso,4325100 ext: 3244 - 3245 - 3410,jjroldana@hotmail.com,https://www.youtube.com/user/johnjairoroldan07
101,"A través del aval del cabildo indígena tuvo la oportunidad de obtener una beca e ingresar a la universidad nacional de Colombia y graduarse como sociólogo, luego se graduó como Magister en desarrollo rural de la universidad javeriana.Sacado de: https://polivioleandro.com/polivio-leandro-rosales/",Polivio Leandro Rosales Cadena,AICO - Autoridades Indígenas de Colombia,,https://www.facebook.com/polivioleandro,,,,https://twitter.com/polivioleandro,Circunscripción Especial por Comunidades Indígenas en Cauca,Maestría,Sociólogo/a,2022 - 2026,20 de enero de 1984,39,Ipiales,Masculino,,,,,
102,"Estudió Diseño de espacios y escenarios en la Universidad Piloto, con especialización em Marketing Político y Estrategias de Campaña de la Universidad Externado de Colombia.https://yennyrozozam.com/#yenny",Yenny Esperanza Rozo Zambrano,Centro Democrático,,https://www.facebook.com/YennyRozoZam,,,,https://twitter.com/YennyRozoZam,Circunscripción Nacional en Cundinamarca,Universitaria,Diseñador/a,2022 - 2026,Invalid Date,Sin edad asignada,Mosquera,Femenino,,,,,
